,positive,trust,anticipation,joy,negative,sadness,anger,fear,surprise,disgust,outcome
878,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
879,52.0,56.0,17.0,12.0,5.0,2.0,10.0,10.0,9.0,2.0,0
880,61.0,37.0,27.0,14.0,33.0,27.0,9.0,10.0,23.0,5.0,0
881,45.0,38.0,13.0,9.0,21.0,10.0,6.0,11.0,13.0,2.0,0
882,18.0,14.0,4.0,5.0,12.0,6.0,4.0,4.0,5.0,1.0,1
883,16.0,11.0,5.0,4.0,14.0,7.0,11.0,12.0,4.0,4.0,1
884,19.0,13.0,8.0,6.0,5.0,3.0,5.0,6.0,8.0,0.0,1
885,13.0,11.0,3.0,2.0,9.0,2.0,5.0,7.0,4.0,5.0,0
886,28.0,18.0,6.0,5.0,30.0,13.0,16.0,20.0,9.0,14.0,0
887,19.0,13.0,8.0,6.0,5.0,3.0,5.0,6.0,8.0,0.0,1
888,13.0,11.0,3.0,2.0,9.0,2.0,5.0,7.0,4.0,5.0,0
889,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0
890,14.0,8.0,3.0,1.0,9.0,4.0,5.0,3.0,3.0,0.0,1
891,79.0,65.0,31.0,22.0,25.0,18.0,15.0,20.0,12.0,9.0,1
892,473.0,361.0,196.0,157.0,198.0,126.0,70.0,93.0,160.0,41.0,0
893,12.0,12.0,7.0,2.0,10.0,3.0,4.0,6.0,2.0,1.0,1
894,23.0,14.0,7.0,6.0,9.0,7.0,5.0,8.0,5.0,6.0,0
895,11.0,7.0,5.0,2.0,9.0,8.0,5.0,6.0,9.0,5.0,0
896,15.0,14.0,3.0,2.0,9.0,5.0,3.0,9.0,3.0,2.0,1
897,12.0,12.0,7.0,2.0,10.0,3.0,4.0,6.0,2.0,1.0,1
898,23.0,14.0,7.0,6.0,9.0,7.0,5.0,8.0,5.0,6.0,0
899,11.0,7.0,5.0,2.0,9.0,8.0,5.0,6.0,9.0,5.0,0
900,15.0,14.0,3.0,2.0,9.0,5.0,3.0,9.0,3.0,2.0,1
901,19.0,19.0,16.0,6.0,22.0,9.0,4.0,11.0,6.0,2.0,0
902,43.0,32.0,15.0,10.0,30.0,3.0,3.0,2.0,6.0,2.0,1
903,12.0,6.0,3.0,1.0,12.0,2.0,3.0,3.0,5.0,1.0,1
904,6.0,3.0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0
905,5.0,4.0,2.0,0.0,6.0,5.0,1.0,6.0,1.0,2.0,1
906,13.0,8.0,8.0,3.0,15.0,9.0,7.0,8.0,3.0,3.0,1
907,21.0,10.0,2.0,1.0,11.0,9.0,3.0,3.0,4.0,2.0,0
908,43.0,38.0,17.0,2.0,12.0,1.0,10.0,16.0,19.0,2.0,0
909,13.0,9.0,7.0,6.0,8.0,2.0,5.0,4.0,2.0,5.0,1
910,208.0,135.0,191.0,20.0,108.0,55.0,170.0,193.0,20.0,35.0,0
911,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
912,19.0,7.0,1.0,2.0,6.0,3.0,4.0,5.0,2.0,1.0,1
913,13.0,13.0,2.0,0.0,10.0,4.0,1.0,2.0,3.0,1.0,1
914,18.0,11.0,6.0,5.0,17.0,8.0,5.0,10.0,11.0,3.0,1
915,50.0,45.0,17.0,10.0,23.0,11.0,5.0,11.0,14.0,2.0,0
916,9.0,6.0,4.0,1.0,7.0,3.0,3.0,2.0,11.0,2.0,0
917,12.0,10.0,2.0,5.0,8.0,3.0,2.0,4.0,4.0,0.0,1
918,43.0,38.0,14.0,9.0,18.0,10.0,5.0,11.0,11.0,1.0,0
919,14.0,8.0,1.0,1.0,6.0,1.0,3.0,4.0,1.0,3.0,1
920,1.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0
921,124.0,60.0,62.0,8.0,33.0,13.0,54.0,55.0,56.0,6.0,0
922,17.0,14.0,10.0,9.0,15.0,11.0,10.0,12.0,7.0,6.0,0
923,67.0,26.0,10.0,10.0,20.0,12.0,10.0,27.0,9.0,6.0,1
924,127.0,107.0,82.0,52.0,98.0,58.0,29.0,66.0,51.0,18.0,1
925,78.0,75.0,24.0,15.0,16.0,7.0,5.0,9.0,13.0,3.0,1
926,18.0,10.0,12.0,1.0,15.0,10.0,13.0,13.0,9.0,2.0,0
927,27.0,15.0,11.0,5.0,26.0,19.0,15.0,17.0,8.0,7.0,1
928,11.0,6.0,2.0,2.0,7.0,4.0,0.0,4.0,1.0,0.0,1
929,23.0,19.0,6.0,6.0,4.0,1.0,4.0,5.0,2.0,2.0,1
930,16.0,9.0,12.0,2.0,7.0,4.0,0.0,1.0,2.0,0.0,1
931,18.0,10.0,12.0,1.0,15.0,10.0,13.0,13.0,9.0,2.0,0
932,171.0,146.0,70.0,37.0,86.0,46.0,59.0,55.0,38.0,20.0,1
933,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
934,9.0,6.0,5.0,1.0,7.0,4.0,2.0,4.0,2.0,4.0,1
935,7.0,4.0,3.0,1.0,7.0,6.0,4.0,7.0,5.0,1.0,1
936,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
937,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
938,2.0,1.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,0
939,16.0,11.0,10.0,10.0,0.0,0.0,0.0,2.0,6.0,0.0,0
940,85.0,52.0,29.0,24.0,46.0,18.0,23.0,28.0,17.0,10.0,0
941,13.0,8.0,4.0,0.0,4.0,4.0,2.0,1.0,5.0,0.0,0
942,36.0,20.0,7.0,6.0,12.0,10.0,3.0,2.0,15.0,4.0,0
943,32.0,25.0,9.0,9.0,6.0,3.0,5.0,10.0,1.0,0.0,0
944,46.0,39.0,15.0,9.0,16.0,8.0,3.0,9.0,12.0,1.0,0
945,12.0,6.0,2.0,0.0,7.0,5.0,1.0,6.0,9.0,0.0,0
946,17.0,14.0,5.0,0.0,9.0,3.0,4.0,9.0,4.0,2.0,1
947,44.0,23.0,20.0,19.0,9.0,7.0,4.0,8.0,6.0,2.0,1
948,118.0,68.0,49.0,42.0,56.0,40.0,12.0,25.0,48.0,4.0,0
949,30.0,28.0,12.0,9.0,7.0,3.0,9.0,13.0,6.0,2.0,1
950,32.0,21.0,13.0,4.0,9.0,4.0,10.0,11.0,5.0,4.0,0
951,9.0,5.0,1.0,4.0,18.0,9.0,12.0,12.0,1.0,4.0,1
952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
953,171.0,89.0,68.0,57.0,148.0,108.0,16.0,20.0,49.0,12.0,1
954,16.0,9.0,6.0,0.0,9.0,4.0,6.0,6.0,5.0,1.0,0
955,17.0,9.0,6.0,0.0,7.0,3.0,1.0,1.0,4.0,0.0,1
956,16.0,12.0,6.0,3.0,3.0,0.0,1.0,2.0,8.0,0.0,0
957,10.0,7.0,1.0,0.0,9.0,2.0,4.0,2.0,3.0,2.0,0
958,632.0,524.0,258.0,189.0,282.0,149.0,121.0,192.0,142.0,80.0,1
959,20.0,16.0,6.0,3.0,8.0,6.0,5.0,8.0,12.0,3.0,0
960,15.0,11.0,4.0,1.0,11.0,5.0,4.0,3.0,2.0,2.0,1
961,37.0,33.0,15.0,6.0,15.0,2.0,6.0,5.0,7.0,3.0,1
962,32.0,21.0,13.0,4.0,9.0,4.0,10.0,11.0,5.0,4.0,0
963,9.0,5.0,1.0,4.0,18.0,9.0,12.0,12.0,1.0,4.0,1
964,30.0,13.0,6.0,4.0,3.0,1.0,1.0,1.0,3.0,0.0,1
965,17.0,8.0,10.0,7.0,4.0,2.0,1.0,0.0,5.0,0.0,0
966,13.0,12.0,4.0,0.0,8.0,4.0,3.0,3.0,3.0,2.0,1
967,25.0,17.0,6.0,4.0,9.0,3.0,3.0,2.0,5.0,2.0,1
968,14.0,12.0,4.0,2.0,7.0,6.0,4.0,7.0,10.0,2.0,0
969,20.0,6.0,4.0,3.0,7.0,4.0,2.0,3.0,5.0,1.0,1
970,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0
971,38.0,26.0,12.0,12.0,9.0,3.0,5.0,6.0,18.0,4.0,0
972,105.0,68.0,28.0,21.0,39.0,16.0,15.0,28.0,22.0,8.0,1
973,11.0,10.0,4.0,1.0,12.0,7.0,2.0,5.0,7.0,1.0,1
974,114.0,104.0,40.0,27.0,78.0,38.0,42.0,43.0,31.0,24.0,0
975,8.0,8.0,3.0,1.0,9.0,2.0,5.0,6.0,4.0,3.0,0
976,45.0,44.0,17.0,16.0,7.0,4.0,5.0,9.0,34.0,3.0,0
977,5.0,7.0,3.0,3.0,17.0,11.0,10.0,9.0,5.0,6.0,1
978,37.0,15.0,15.0,12.0,9.0,3.0,4.0,8.0,3.0,1.0,1
979,160.0,103.0,62.0,54.0,70.0,33.0,36.0,49.0,25.0,16.0,1
980,106.0,76.0,42.0,20.0,40.0,17.0,27.0,33.0,17.0,16.0,1
981,36.0,37.0,11.0,8.0,6.0,1.0,6.0,3.0,2.0,3.0,1
982,37.0,21.0,7.0,7.0,24.0,9.0,9.0,15.0,5.0,3.0,0
983,9.0,4.0,3.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,1
984,65.0,46.0,18.0,21.0,33.0,14.0,16.0,25.0,20.0,6.0,0
985,17.0,12.0,3.0,1.0,5.0,4.0,2.0,3.0,10.0,1.0,0
986,39.0,24.0,10.0,10.0,10.0,4.0,7.0,9.0,6.0,4.0,1
987,37.0,21.0,7.0,7.0,24.0,9.0,9.0,15.0,5.0,3.0,0
988,9.0,4.0,3.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,1
989,65.0,46.0,18.0,21.0,33.0,14.0,16.0,25.0,20.0,6.0,0
990,17.0,12.0,3.0,1.0,5.0,4.0,2.0,3.0,10.0,1.0,0
991,28.0,19.0,10.0,4.0,18.0,11.0,5.0,7.0,4.0,2.0,1
992,8.0,7.0,3.0,1.0,8.0,5.0,4.0,7.0,2.0,1.0,1
993,20.0,17.0,3.0,6.0,14.0,6.0,1.0,4.0,10.0,1.0,0
994,138.0,91.0,65.0,50.0,127.0,70.0,66.0,97.0,42.0,47.0,1
995,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0
996,19.0,18.0,5.0,2.0,10.0,3.0,2.0,8.0,7.0,1.0,0
997,20.0,17.0,3.0,6.0,14.0,6.0,1.0,4.0,10.0,1.0,0
998,138.0,91.0,65.0,50.0,127.0,70.0,66.0,97.0,42.0,47.0,1
999,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0
1000,19.0,18.0,5.0,2.0,10.0,3.0,2.0,8.0,7.0,1.0,0
1001,18.0,17.0,10.0,10.0,5.0,3.0,10.0,5.0,7.0,4.0,0
1002,16.0,16.0,6.0,3.0,9.0,2.0,7.0,6.0,14.0,2.0,0
1003,4.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0
1004,18.0,18.0,5.0,3.0,18.0,7.0,9.0,10.0,3.0,3.0,1
1005,26.0,18.0,7.0,4.0,28.0,10.0,21.0,25.0,2.0,7.0,1
1006,14.0,11.0,2.0,2.0,13.0,2.0,7.0,10.0,9.0,0.0,0
1007,14.0,11.0,9.0,3.0,11.0,5.0,1.0,6.0,9.0,0.0,1
1008,2.0,2.0,2.0,2.0,5.0,3.0,4.0,2.0,2.0,1.0,0
1009,21.0,16.0,3.0,0.0,24.0,13.0,9.0,17.0,7.0,4.0,0
1010,18.0,19.0,5.0,5.0,21.0,15.0,11.0,13.0,11.0,8.0,1
1011,29.0,28.0,8.0,11.0,20.0,11.0,9.0,12.0,15.0,4.0,0
1012,30.0,20.0,9.0,3.0,14.0,5.0,6.0,18.0,15.0,3.0,0
1013,160.0,131.0,61.0,55.0,26.0,5.0,3.0,6.0,25.0,3.0,0
1014,8.0,5.0,4.0,0.0,8.0,2.0,2.0,6.0,1.0,1.0,1
1015,47.0,36.0,17.0,9.0,15.0,6.0,3.0,10.0,11.0,1.0,0
1016,18.0,12.0,10.0,7.0,22.0,7.0,11.0,19.0,3.0,5.0,1
1017,25.0,24.0,11.0,9.0,24.0,9.0,10.0,18.0,2.0,5.0,1
1018,10.0,6.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,0
1019,95.0,45.0,31.0,23.0,32.0,19.0,14.0,28.0,21.0,1.0,1
1020,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
1021,47.0,20.0,15.0,6.0,25.0,11.0,9.0,15.0,12.0,6.0,0
1022,49.0,40.0,16.0,12.0,24.0,12.0,5.0,13.0,11.0,2.0,0
1023,20.0,25.0,10.0,10.0,20.0,13.0,6.0,5.0,6.0,4.0,0
1024,60.0,28.0,33.0,9.0,47.0,19.0,18.0,36.0,22.0,9.0,0
1025,90.0,95.0,23.0,25.0,57.0,35.0,25.0,18.0,40.0,20.0,0
1026,536.0,592.0,105.0,87.0,193.0,52.0,78.0,199.0,161.0,40.0,0
1027,8.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0
1028,159.0,107.0,56.0,46.0,81.0,42.0,36.0,43.0,50.0,18.0,1
1029,68.0,42.0,19.0,13.0,70.0,64.0,15.0,17.0,22.0,10.0,1
1030,38.0,29.0,11.0,12.0,8.0,6.0,6.0,6.0,8.0,2.0,0
1031,131.0,97.0,52.0,21.0,22.0,7.0,40.0,54.0,28.0,4.0,0
1032,17.0,16.0,11.0,5.0,17.0,12.0,5.0,9.0,5.0,5.0,0
1033,49.0,38.0,13.0,10.0,13.0,7.0,6.0,11.0,25.0,1.0,0
1034,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
1035,24.0,16.0,15.0,6.0,5.0,1.0,1.0,3.0,1.0,1.0,1
1036,91.0,97.0,30.0,27.0,68.0,39.0,27.0,22.0,29.0,19.0,0
1037,41.0,42.0,15.0,12.0,8.0,3.0,5.0,8.0,21.0,1.0,0
1038,31.0,23.0,13.0,6.0,9.0,5.0,3.0,4.0,11.0,1.0,1
1039,128.0,100.0,60.0,10.0,20.0,12.0,43.0,50.0,40.0,10.0,0
1040,14.0,12.0,4.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0
1041,8.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0
1042,159.0,107.0,56.0,46.0,81.0,42.0,36.0,43.0,50.0,18.0,1
1043,68.0,42.0,19.0,13.0,70.0,64.0,15.0,17.0,22.0,10.0,1
1044,38.0,29.0,11.0,12.0,8.0,6.0,6.0,6.0,8.0,2.0,0
1045,131.0,97.0,52.0,21.0,22.0,7.0,40.0,54.0,28.0,4.0,0
1046,6.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,0
1047,54.0,28.0,11.0,13.0,22.0,15.0,7.0,7.0,19.0,2.0,0
1048,8.0,6.0,0.0,0.0,10.0,3.0,4.0,4.0,4.0,0.0,1
1049,6.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,0
1050,31.0,12.0,5.0,4.0,11.0,3.0,8.0,7.0,2.0,0.0,0
1051,40.0,32.0,16.0,6.0,19.0,7.0,5.0,9.0,11.0,3.0,0
1052,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0
1053,83.0,41.0,21.0,14.0,18.0,6.0,8.0,14.0,17.0,5.0,1
1054,10.0,7.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,0.0,0
1055,7.0,6.0,2.0,1.0,9.0,7.0,4.0,1.0,3.0,3.0,0
1056,179.0,153.0,65.0,56.0,55.0,24.0,41.0,50.0,71.0,36.0,0
1057,52.0,38.0,12.0,16.0,26.0,15.0,10.0,5.0,19.0,8.0,0
1058,54.0,28.0,11.0,13.0,22.0,15.0,7.0,7.0,19.0,2.0,0
1059,8.0,6.0,0.0,0.0,10.0,3.0,4.0,4.0,4.0,0.0,1
1060,20.0,18.0,4.0,2.0,7.0,4.0,2.0,4.0,8.0,1.0,0
1061,35.0,26.0,7.0,6.0,22.0,6.0,7.0,13.0,9.0,5.0,0
1062,10.0,7.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,0.0,0
1063,310.0,258.0,93.0,71.0,145.0,91.0,39.0,54.0,49.0,16.0,0
1064,47.0,42.0,12.0,15.0,14.0,9.0,6.0,4.0,15.0,2.0,0
1065,23.0,20.0,10.0,7.0,8.0,3.0,7.0,6.0,10.0,2.0,1
1066,15.0,14.0,4.0,5.0,3.0,3.0,1.0,2.0,9.0,1.0,0
1067,15.0,14.0,4.0,5.0,3.0,3.0,1.0,2.0,9.0,1.0,0
1068,85.0,88.0,30.0,18.0,40.0,17.0,22.0,21.0,23.0,17.0,0
1069,144.0,70.0,41.0,48.0,71.0,38.0,24.0,33.0,27.0,16.0,1
1070,17.0,10.0,4.0,4.0,8.0,4.0,3.0,5.0,7.0,2.0,0
1071,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1072,4.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0
1073,30.0,25.0,9.0,4.0,12.0,5.0,4.0,5.0,10.0,3.0,0
1074,33.0,16.0,4.0,4.0,10.0,5.0,7.0,9.0,5.0,1.0,0
1075,79.0,74.0,17.0,17.0,58.0,28.0,33.0,38.0,18.0,18.0,0
1076,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0
1077,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0
1078,139.0,89.0,60.0,38.0,72.0,47.0,20.0,37.0,43.0,9.0,0
1079,160.0,100.0,52.0,48.0,105.0,57.0,34.0,64.0,45.0,27.0,1
1080,7.0,6.0,4.0,2.0,2.0,1.0,1.0,3.0,5.0,0.0,0
1081,65.0,52.0,19.0,21.0,32.0,12.0,17.0,26.0,11.0,14.0,0
1082,16.0,7.0,6.0,3.0,15.0,9.0,7.0,10.0,2.0,3.0,0
1083,15.0,11.0,2.0,2.0,15.0,11.0,2.0,5.0,4.0,2.0,0
1084,21.0,26.0,8.0,6.0,7.0,2.0,1.0,3.0,8.0,1.0,0
1085,263.0,427.0,24.0,16.0,49.0,16.0,129.0,159.0,11.0,18.0,1
1086,14.0,9.0,14.0,2.0,8.0,7.0,4.0,4.0,16.0,3.0,0
1087,21.0,26.0,8.0,6.0,7.0,2.0,1.0,3.0,8.0,1.0,0
1088,263.0,427.0,24.0,16.0,49.0,16.0,129.0,159.0,11.0,18.0,1
1089,13.0,8.0,2.0,1.0,6.0,0.0,3.0,4.0,4.0,2.0,0
1090,105.0,107.0,44.0,23.0,26.0,9.0,21.0,23.0,13.0,8.0,1
1091,25.0,13.0,9.0,2.0,19.0,6.0,8.0,16.0,3.0,2.0,1
1092,9.0,10.0,1.0,2.0,9.0,3.0,4.0,4.0,5.0,2.0,1
1093,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
1094,26.0,17.0,6.0,9.0,6.0,0.0,2.0,5.0,10.0,1.0,1
1095,28.0,22.0,14.0,9.0,11.0,6.0,4.0,6.0,6.0,3.0,0
1096,596.0,453.0,214.0,161.0,381.0,212.0,218.0,347.0,89.0,166.0,0
1097,32.0,23.0,10.0,15.0,27.0,15.0,23.0,17.0,13.0,14.0,0
1098,22.0,13.0,8.0,4.0,5.0,1.0,4.0,6.0,2.0,0.0,1
1099,31.0,40.0,7.0,6.0,15.0,5.0,4.0,8.0,8.0,1.0,0
1100,17.0,16.0,2.0,2.0,20.0,7.0,15.0,16.0,7.0,3.0,0
1101,17.0,15.0,13.0,6.0,18.0,10.0,5.0,14.0,8.0,10.0,0
1102,13.0,8.0,2.0,1.0,6.0,0.0,3.0,4.0,4.0,2.0,0
1103,105.0,107.0,44.0,23.0,26.0,9.0,21.0,23.0,13.0,8.0,1
1104,25.0,13.0,9.0,2.0,19.0,6.0,8.0,16.0,3.0,2.0,1
1105,71.0,40.0,32.0,21.0,17.0,12.0,14.0,9.0,20.0,7.0,1
1106,62.0,46.0,26.0,19.0,34.0,26.0,9.0,25.0,26.0,11.0,1
1107,22.0,16.0,9.0,3.0,10.0,4.0,4.0,6.0,4.0,2.0,1
1108,7.0,7.0,3.0,0.0,6.0,4.0,5.0,5.0,3.0,1.0,1
1109,30.0,28.0,8.0,5.0,20.0,6.0,15.0,13.0,17.0,6.0,0
1110,30.0,23.0,11.0,13.0,9.0,4.0,1.0,3.0,14.0,0.0,0
1111,4.0,4.0,1.0,1.0,5.0,1.0,5.0,2.0,3.0,2.0,0
1112,8.0,8.0,4.0,4.0,15.0,7.0,10.0,7.0,6.0,4.0,1
1113,9.0,4.0,4.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0
1114,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0
1115,92.0,43.0,22.0,15.0,24.0,12.0,10.0,16.0,7.0,13.0,1
1116,25.0,19.0,3.0,6.0,15.0,4.0,5.0,11.0,2.0,1.0,0
1117,4.0,4.0,1.0,1.0,5.0,1.0,5.0,2.0,3.0,2.0,0
1118,30.0,23.0,11.0,13.0,9.0,4.0,1.0,3.0,14.0,0.0,0
1119,36.0,24.0,13.0,3.0,19.0,4.0,11.0,12.0,13.0,3.0,0
1120,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,0
1121,29.0,18.0,12.0,4.0,28.0,22.0,9.0,12.0,14.0,2.0,0
1122,11.0,7.0,2.0,0.0,11.0,4.0,5.0,7.0,4.0,1.0,1
1123,12.0,12.0,4.0,3.0,22.0,16.0,15.0,18.0,14.0,6.0,1
1124,10.0,9.0,4.0,1.0,9.0,4.0,1.0,7.0,3.0,2.0,0
1125,15.0,11.0,4.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,1
1126,15.0,9.0,3.0,3.0,3.0,0.0,2.0,1.0,0.0,1.0,0
1127,188.0,153.0,65.0,58.0,157.0,85.0,86.0,113.0,58.0,33.0,1
1128,31.0,23.0,4.0,4.0,24.0,10.0,10.0,21.0,9.0,1.0,0
1129,50.0,37.0,23.0,12.0,21.0,8.0,12.0,19.0,10.0,1.0,1
1130,42.0,22.0,17.0,3.0,18.0,12.0,2.0,5.0,14.0,2.0,0
1131,322.0,280.0,196.0,169.0,94.0,27.0,56.0,66.0,19.0,24.0,0
1132,3.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,0
1133,22.0,16.0,7.0,0.0,8.0,3.0,1.0,4.0,7.0,0.0,0
1134,60.0,56.0,23.0,19.0,21.0,12.0,18.0,11.0,10.0,6.0,1
1135,57.0,35.0,11.0,8.0,13.0,5.0,8.0,6.0,5.0,1.0,1
1136,11.0,13.0,2.0,2.0,11.0,5.0,7.0,11.0,3.0,2.0,0
1137,31.0,23.0,4.0,4.0,24.0,10.0,10.0,21.0,9.0,1.0,0
1138,50.0,37.0,23.0,12.0,21.0,8.0,12.0,19.0,10.0,1.0,1
1139,42.0,22.0,17.0,3.0,18.0,12.0,2.0,5.0,14.0,2.0,0
1140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1141,15.0,11.0,2.0,2.0,16.0,7.0,10.0,15.0,7.0,3.0,0
1142,5.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0
1143,37.0,24.0,12.0,6.0,18.0,6.0,11.0,21.0,11.0,3.0,0
1144,10.0,6.0,2.0,2.0,12.0,7.0,6.0,12.0,2.0,4.0,0
1145,18.0,12.0,4.0,5.0,32.0,18.0,26.0,21.0,8.0,7.0,1
1146,32.0,27.0,4.0,5.0,18.0,5.0,6.0,11.0,8.0,6.0,1
1147,10.0,5.0,3.0,2.0,12.0,4.0,6.0,8.0,2.0,3.0,1
1148,36.0,20.0,6.0,5.0,15.0,11.0,5.0,6.0,15.0,1.0,0
1149,234.0,137.0,69.0,44.0,115.0,52.0,64.0,87.0,29.0,32.0,1
1150,14.0,13.0,4.0,3.0,10.0,5.0,3.0,4.0,2.0,1.0,1
1151,14.0,13.0,7.0,2.0,16.0,8.0,8.0,9.0,11.0,7.0,1
1152,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
1153,14.0,14.0,4.0,0.0,11.0,4.0,3.0,6.0,6.0,3.0,0
1154,16.0,15.0,6.0,5.0,11.0,6.0,3.0,7.0,11.0,0.0,1
1155,21.0,11.0,7.0,4.0,8.0,4.0,3.0,4.0,3.0,2.0,0
1156,35.0,22.0,11.0,7.0,21.0,9.0,6.0,11.0,14.0,1.0,0
1157,11.0,12.0,5.0,1.0,8.0,5.0,3.0,5.0,2.0,3.0,0
1158,109.0,83.0,34.0,29.0,47.0,26.0,29.0,51.0,39.0,16.0,0
1159,76.0,48.0,25.0,16.0,34.0,12.0,19.0,29.0,12.0,9.0,0
1160,9.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,1.0,1
1161,6.0,4.0,6.0,0.0,7.0,3.0,1.0,4.0,2.0,1.0,1
1162,20.0,11.0,7.0,2.0,12.0,4.0,3.0,6.0,8.0,3.0,1
1163,22.0,17.0,7.0,3.0,6.0,1.0,2.0,3.0,8.0,2.0,0
1164,42.0,35.0,14.0,15.0,29.0,16.0,18.0,16.0,3.0,8.0,1
1165,14.0,13.0,4.0,3.0,10.0,5.0,3.0,4.0,2.0,1.0,1
1166,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1167,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1168,84.0,48.0,32.0,27.0,98.0,66.0,30.0,35.0,22.0,19.0,1
1169,14.0,17.0,9.0,2.0,19.0,4.0,6.0,11.0,4.0,3.0,1
1170,74.0,46.0,26.0,14.0,50.0,22.0,15.0,24.0,26.0,11.0,1
1171,661.0,512.0,264.0,245.0,376.0,173.0,204.0,298.0,217.0,85.0,0
1172,88.0,71.0,46.0,28.0,61.0,31.0,32.0,39.0,38.0,12.0,0
1173,157.0,135.0,40.0,29.0,23.0,11.0,21.0,32.0,27.0,10.0,0
1174,105.0,83.0,30.0,38.0,38.0,15.0,22.0,30.0,51.0,8.0,0
1175,84.0,48.0,32.0,27.0,98.0,66.0,30.0,35.0,22.0,19.0,1
1176,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1177,14.0,17.0,9.0,2.0,19.0,4.0,6.0,11.0,4.0,3.0,1
1178,23.0,19.0,12.0,5.0,20.0,5.0,10.0,13.0,3.0,7.0,0
1179,32.0,20.0,11.0,14.0,10.0,5.0,7.0,7.0,5.0,1.0,1
1180,209.0,163.0,82.0,74.0,128.0,62.0,61.0,81.0,79.0,29.0,0
1181,791.0,627.0,287.0,273.0,344.0,157.0,162.0,270.0,209.0,81.0,0
1182,42.0,30.0,18.0,8.0,54.0,17.0,18.0,36.0,22.0,8.0,1
1183,82.0,57.0,28.0,19.0,41.0,20.0,22.0,29.0,30.0,11.0,0
1184,128.0,114.0,32.0,34.0,46.0,14.0,20.0,32.0,44.0,11.0,0
1185,87.0,56.0,40.0,33.0,60.0,37.0,20.0,29.0,22.0,9.0,1
1186,32.0,20.0,11.0,14.0,10.0,5.0,7.0,7.0,5.0,1.0,1
1187,23.0,19.0,12.0,5.0,20.0,5.0,10.0,13.0,3.0,7.0,0
1188,209.0,163.0,82.0,74.0,128.0,62.0,61.0,81.0,79.0,29.0,0
1189,791.0,627.0,287.0,273.0,344.0,157.0,162.0,270.0,209.0,81.0,0
